,time,date,value
122,122,2025-07-09,0.009717124724702098
123,123,2025-07-09,0.009290910632093197
124,124,2025-07-09,0.011336101017737299
125,125,2025-07-09,0.014294482891175408
126,126,2025-07-09,0.015226549911422915
127,127,2025-07-09,0.01633440043706913
128,128,2025-07-09,0.01457704955689576
129,129,2025-07-09,0.014016474141508972
130,130,2025-07-09,0.012585040698840921
131,131,2025-07-09,0.01338195060557057
132,132,2025-07-09,0.01234854563130916
133,133,2025-07-09,0.012144825644421098
134,134,2025-07-09,0.012188775137538133
135,135,2025-07-09,0.014095419881873128
136,136,2025-07-09,0.011576284374004264
137,137,2025-07-09,0.011565274002157344
138,138,2025-07-09,0.010224028271841878
139,139,2025-07-09,0.010545986827108611
140,140,2025-07-09,0.011491371153404484
141,141,2025-07-09,0.01130996441657628
142,142,2025-07-09,0.010671580401850123
143,143,2025-07-09,0.011288403451769846
144,144,2025-07-09,0.011859490460780608
145,145,2025-07-09,0.012251479100541585
146,146,2025-07-09,0.011219012202120626
147,147,2025-07-09,0.012169426827856156
148,148,2025-07-09,0.011561972111346686
149,149,2025-07-09,0.012548684160771373
150,150,2025-07-09,0.012681015848995836
151,151,2025-07-09,0.012887321248661987
152,152,2025-07-09,0.012883866390466459
153,153,2025-07-09,0.011371651355702506
154,154,2025-07-09,0.011713007884436744
155,155,2025-07-09,0.009421764329226368
156,156,2025-07-09,0.01059291945644203
157,157,2025-07-09,0.010016055454220907
158,158,2025-07-09,0.009571357445273154
159,159,2025-07-09,0.008753188519069366
160,160,2025-07-09,0.00961934821133692
161,161,2025-07-09,0.010992197301821993
162,162,2025-07-09,0.011321514749798811
163,163,2025-07-09,0.011213834186564076
164,164,2025-07-09,0.010303965797377468
165,165,2025-07-09,0.011216221639382407
166,166,2025-07-09,0.010464137018619257
167,167,2025-07-09,0.009389197883177935
168,168,2025-07-09,0.010422584877763597
169,169,2025-07-09,0.01132508417634348
170,170,2025-07-09,0.011356338210252392
171,171,2025-07-09,0.0107108895470438
172,172,2025-07-09,0.010241978579055733
173,173,2025-07-09,0.011593363823503622
174,174,2025-07-09,0.011600946795472633
175,175,2025-07-09,0.011686016466039617
176,176,2025-07-09,0.012602495444712924
177,177,2025-07-09,0.012520739818526638
178,178,2025-07-09,0.013481252098888397
179,179,2025-07-09,0.013956168134965807
180,180,2025-07-09,0.013607224143977303
181,181,2025-07-09,0.012170259574669995
182,182,2025-07-09,0.01185999803564286
183,183,2025-07-09,0.011970885761724004
184,184,2025-07-09,0.011655297377717755
185,185,2025-07-09,0.012863625425417968
186,186,2025-07-09,0.012257473836748023
187,187,2025-07-09,0.012677718639274804
188,188,2025-07-09,0.012534010603224122
189,189,2025-07-09,0.012087952264921098
190,190,2025-07-09,0.01265430062795625
191,191,2025-07-09,0.011956727368014564
192,192,2025-07-09,0.010998296100033222
193,193,2025-07-09,0.01005335632983928
194,194,2025-07-09,0.011844662381793936
195,195,2025-07-09,0.012041868338248718
196,196,2025-07-09,0.012621264190024961
197,197,2025-07-09,0.011535225295816076
198,198,2025-07-09,0.010812448082761494
199,199,2025-07-09,0.011579394240117225
200,200,2025-07-09,0.01041616907312981
201,201,2025-07-09,0.011437131127449929
202,202,2025-07-09,0.010774229799569102
203,203,2025-07-09,0.011098580272266179
204,204,2025-07-09,0.01249019451757094
205,205,2025-07-09,0.0118521972071286
206,206,2025-07-09,0.012327627404455366
207,207,2025-07-09,0.014174273359959244
208,208,2025-07-09,0.013768345524745818
209,209,2025-07-09,0.015552722870384672
210,210,2025-07-09,0.014813451770394281
211,211,2025-07-09,0.01481312383893807
212,212,2025-07-09,0.013833678383467274
213,213,2025-07-09,0.013721355419933912
214,214,2025-07-09,0.014054624812304684
215,215,2025-07-09,0.013850705652659778
216,216,2025-07-09,0.014500975093525437
217,217,2025-07-09,0.014326686659287602
218,218,2025-07-09,0.01368574222125496
219,219,2025-07-09,0.01327169405359474
220,220,2025-07-09,0.013653023456419722
221,221,2025-07-09,0.013587302203599827
222,222,2025-07-09,0.012123384656038683
223,223,2025-07-09,0.012378464454286142
224,224,2025-07-09,0.011965201306940676
225,225,2025-07-09,0.012385895182055906
226,0,2025-07-10,0.0
227,1,2025-07-10,-0.002370215902114392
228,2,2025-07-10,-0.005296489706176244
229,3,2025-07-10,-0.005994911940334635
230,4,2025-07-10,-0.009926474883771297
231,5,2025-07-10,-0.010897313702881828
232,6,2025-07-10,-0.009905146638727436
233,7,2025-07-10,-0.011954594557606502
234,8,2025-07-10,-0.011605202556452365
235,9,2025-07-10,-0.00825299439897531
236,10,2025-07-10,-0.007650714528902203
237,11,2025-07-10,-0.005909923365959191
238,12,2025-07-10,-0.003737972958569591
239,13,2025-07-10,-0.004328481469655809
240,14,2025-07-10,-0.002524773972164107
241,15,2025-07-10,-0.0017486535688857607
242,16,2025-07-10,0.0005791657658476002
243,17,2025-07-10,0.00024151506028258218
244,18,2025-07-10,-0.0007284587848972457
245,19,2025-07-10,0.0008158095501393792
246,20,2025-07-10,2.5536941889559017e-05
247,21,2025-07-10,0.0006860518677165306
248,22,2025-07-10,0.0002667796301065728
249,23,2025-07-10,-0.0004157756062566076
250,24,2025-07-10,-0.001186475932612785
251,25,2025-07-10,-0.0007039974253464365
252,26,2025-07-10,-0.00046795473272043253
253,27,2025-07-10,-0.00022707391551035627
254,28,2025-07-10,0.0002547544800708401
255,29,2025-07-10,-0.001718301075590345
256,30,2025-07-10,-0.001282725454100353
257,31,2025-07-10,-0.0013474687395205187
258,32,2025-07-10,-0.001004177352126101
259,33,2025-07-10,-0.00038562938770780875
260,34,2025-07-10,2.966493942668791e-05
261,35,2025-07-10,0.00035872265119563096
262,36,2025-07-10,-0.0008415995803174869
263,37,2025-07-10,-0.0005035838481057819
264,38,2025-07-10,2.1497016761573562e-05
265,39,2025-07-10,-0.0013659746991354638
266,40,2025-07-10,-0.0009201485885084182
267,41,2025-07-10,-0.002013834830324912
268,42,2025-07-10,-0.0005551032770481079
269,43,2025-07-10,0.0007785705046350344
270,44,2025-07-10,0.0002308086058422365
271,45,2025-07-10,0.000218820253730323
272,46,2025-07-10,8.911382419851677e-05
273,47,2025-07-10,0.0002534598674657218
274,48,2025-07-10,-0.00029312716737139866
275,49,2025-07-10,0.00013172378852854827
276,50,2025-07-10,-0.0006644013763741352
277,51,2025-07-10,-0.0019050967078215741
278,52,2025-07-10,-0.0013971756145123582
279,53,2025-07-10,-0.0018585433871809443
280,54,2025-07-10,-0.0027033129463913674
281,55,2025-07-10,-0.003513027330565466
282,56,2025-07-10,-0.0037183763137005332
283,57,2025-07-10,-0.0026277110076695642
284,58,2025-07-10,-0.003546963630537414
285,59,2025-07-10,-0.003203484941174839
286,60,2025-07-10,-0.003130974753314808
287,61,2025-07-10,-0.0032025993790454343
288,62,2025-07-10,-0.0014239629039849433
289,63,2025-07-10,-0.001944283763039456
290,64,2025-07-10,-0.001983604169067066
291,65,2025-07-10,-0.001096515047910529
292,66,2025-07-10,-0.0031082566712601345
293,67,2025-07-10,-0.0032649494075014385
294,68,2025-07-10,-0.006595543869556186
295,69,2025-07-10,-0.004394459322236699
296,70,2025-07-10,-0.0040412735156969415
297,71,2025-07-10,-0.004808454249208616
298,72,2025-07-10,-0.004155280990845167
299,73,2025-07-10,-0.005142420839073347
300,74,2025-07-10,-0.0066808918090859315
301,75,2025-07-10,-0.00672554531783498
302,76,2025-07-10,-0.009213536051377202
303,77,2025-07-10,-0.00751015304861391
304,78,2025-07-10,-0.007286206178487964
305,79,2025-07-10,-0.007572784089670659
306,80,2025-07-10,-0.005339807706121302
307,81,2025-07-10,-0.00543510383853496
308,82,2025-07-10,-0.0024293101248833437
309,83,2025-07-10,-0.002640225393520268
310,84,2025-07-10,-0.001967336847503942
311,85,2025-07-10,-0.0017085916932939593
312,86,2025-07-10,-0.00011305851595011518
313,87,2025-07-10,-0.0017551744385064794
314,88,2025-07-10,-0.0030930348138651365
315,89,2025-07-10,-0.00036198537505827133
316,90,2025-07-10,-7.87583297954253e-05
317,91,2025-07-10,-0.001389312545082344
318,92,2025-07-10,0.00034101584978873944
319,93,2025-07-10,0.0005779822249480926
320,94,2025-07-10,0.002930016855076323
321,95,2025-07-10,0.002284931373967236
322,96,2025-07-10,0.000720567935494465
323,97,2025-07-10,0.0008734620972061791
324,98,2025-07-10,0.0014356985479024864
325,99,2025-07-10,0.00030069295922663386
326,100,2025-07-10,0.00015673676196903408
327,101,2025-07-10,0.0001790597893032153
328,102,2025-07-10,9.843168153422788e-05
329,103,2025-07-10,0.0012880881398262822
330,104,2025-07-10,9.529399595109567e-05
331,105,2025-07-10,0.0008643926364202414
332,106,2025-07-10,0.0012663527518572693
333,107,2025-07-10,0.0021805993653447597
334,108,2025-07-10,0.002411990472999559
335,109,2025-07-10,0.0023425846619551383
336,110,2025-07-10,0.0025872631038823535
337,111,2025-07-10,0.0006514186084656259
338,112,2025-07-10,0.0015644120777149606
339,113,2025-07-10,0.001965796268044384
340,114,2025-07-10,0.0013887590455436971
341,115,2025-07-10,0.001279649933655369
342,116,2025-07-10,0.0028761164671127215
343,117,2025-07-10,0.0027649612569018434
344,118,2025-07-10,0.004017760483885802
345,119,2025-07-10,0.0027798614179328496
346,120,2025-07-10,0.003260444964576781
347,121,2025-07-10,0.003632041491818061
348,122,2025-07-10,0.0029908917766841014
349,123,2025-07-10,0.0036671484396484377
350,124,2025-07-10,0.0038076450688204755
351,125,2025-07-10,0.004689314733818062
352,126,2025-07-10,0.0038331221007437133
353,127,2025-07-10,0.003827129312853117
354,128,2025-07-10,0.0028320570416391355
355,129,2025-07-10,0.003367289586322597
356,130,2025-07-10,0.002573753074928131
357,131,2025-07-10,0.0029005188570516705
358,132,2025-07-10,0.003105742110250498
359,133,2025-07-10,0.0036591243369388238
360,134,2025-07-10,0.0027698145989203393
361,135,2025-07-10,0.002282587793627
362,136,2025-07-10,0.0006288483942757939
363,137,2025-07-10,0.0019298751104450673
364,138,2025-07-10,0.0009795437897814896
365,139,2025-07-10,-0.0002786456377292801
366,140,2025-07-10,-0.001478063772206717
367,141,2025-07-10,-0.0016476851142306348
368,142,2025-07-10,-0.0010776913328378601
369,143,2025-07-10,-0.0026210409494984432
370,144,2025-07-10,-0.0024494117133133653
371,145,2025-07-10,-0.0013511873866400848
372,146,2025-07-10,0.00023606746782567356
373,147,2025-07-10,0.0008571123973384331
374,148,2025-07-10,0.00018435083408196995
375,149,2025-07-10,-2.8193484095773158e-05
376,150,2025-07-10,0.0001269467256439505
377,151,2025-07-10,0.0010067600970766755
378,152,2025-07-10,0.0009030503160942782
379,153,2025-07-10,-4.743715757160594e-05
380,154,2025-07-10,-4.298575900918422e-05
381,155,2025-07-10,0.002599017365320533
382,156,2025-07-10,0.003608130043973201
383,157,2025-07-10,0.0036615821875107812
384,158,2025-07-10,0.0034085574493309956
385,159,2025-07-10,0.004337850063904636
386,160,2025-07-10,0.0033288094542662794
387,161,2025-07-10,0.0037820362253422335
388,162,2025-07-10,0.002671221708817839
389,163,2025-07-10,0.003478440870026356
390,164,2025-07-10,0.0026841342084498176
391,165,2025-07-10,0.0021607390939639703
392,166,2025-07-10,0.002208270469954421
393,167,2025-07-10,0.0016156606722517175
394,168,2025-07-10,0.00235642207782516
395,169,2025-07-10,0.00228034411388367
396,170,2025-07-10,0.0032007597685059785
397,171,2025-07-10,0.0028225921284907862
398,172,2025-07-10,0.0018758608908371333
399,173,2025-07-10,0.0013396826569855858
400,174,2025-07-10,0.002050525329420516
401,175,2025-07-10,0.0013381108078427406
402,176,2025-07-10,0.0012361133129534796
403,177,2025-07-10,0.001432533688428217
404,178,2025-07-10,0.0022985077726167535
405,179,2025-07-10,0.0022817021068575194
406,180,2025-07-10,0.0016787714314472346
407,181,2025-07-10,0.0024956308928036908
408,182,2025-07-10,0.002450327992225665
409,183,2025-07-10,0.002984270841988712
410,184,2025-07-10,0.0025192747245321723
411,185,2025-07-10,0.002533107631596865
412,186,2025-07-10,0.003715308456715638
413,187,2025-07-10,0.002850323673990962
414,188,2025-07-10,0.0026062808763467338
415,189,2025-07-10,0.0018155070585339494
416,190,2025-07-10,0.0014126009385961869
417,191,2025-07-10,0.0009822300654682703
418,192,2025-07-10,0.0014436508223250044
419,193,2025-07-10,0.0020581321396317964
420,194,2025-07-10,0.0003607783058863223
421,195,2025-07-10,0.0013210208501606147
422,196,2025-07-10,0.001789572740508616
423,197,2025-07-10,0.0017483694962987517
424,198,2025-07-10,0.0019842833738545895
425,199,2025-07-10,0.0013326637145210096
426,200,2025-07-10,0.000954112872636248
427,201,2025-07-10,0.001145066827346497
428,202,2025-07-10,-0.0018716971189887133
429,203,2025-07-10,-0.00479613391085465
430,204,2025-07-10,-0.0023889019268426015
431,205,2025-07-10,-0.0017445903134851726
432,206,2025-07-10,-0.0003641942291006117
433,207,2025-07-10,-0.0012156513669903113
434,208,2025-07-10,-0.0012804220036315428
435,209,2025-07-10,0.00036500442109721476
436,210,2025-07-10,0.002308488849455337
437,211,2025-07-10,0.001957937620497452
438,212,2025-07-10,0.0012156890650651953
439,213,2025-07-10,-0.0001256804624709673
440,214,2025-07-10,0.0008709108277411559
441,215,2025-07-10,0.00045932947703430926
442,216,2025-07-10,-0.0004837706446101375
443,217,2025-07-10,0.0006356018455828671
444,218,2025-07-10,0.00016325670392536296
445,219,2025-07-10,0.0014480524184625754
446,220,2025-07-10,0.0008882626237778357
447,221,2025-07-10,-0.00030861358828571106
448,222,2025-07-10,-0.0013150981911922432
449,223,2025-07-10,-0.0008541023000452341
450,224,2025-07-10,-0.0017029942247630547
451,225,2025-07-10,-0.004315642400317676
452,0,2025-07-11,0.0
453,1,2025-07-11,-0.0025499546298627385
454,2,2025-07-11,0.0018172907702455054
455,3,2025-07-11,0.0021739618103264746
456,4,2025-07-11,0.0021368758164794777
457,5,2025-07-11,0.0023979111493594996
458,6,2025-07-11,0.0019248253824989403
459,7,2025-07-11,0.0008464843458264593
460,8,2025-07-11,0.0031822278776478807
461,9,2025-07-11,0.0016102302465761387
462,10,2025-07-11,0.0022311398530098225
463,11,2025-07-11,0.0018707333864312892
464,12,2025-07-11,0.004123098268511649
465,13,2025-07-11,0.004966800475330269
466,14,2025-07-11,0.004257442539003398
467,15,2025-07-11,0.004277925433871954
468,16,2025-07-11,0.003711192957729703
469,17,2025-07-11,0.003313830297923759
470,18,2025-07-11,0.0035725521691963857
471,19,2025-07-11,0.003878623217832944
472,20,2025-07-11,0.00459695110111602
473,21,2025-07-11,0.004144916038817947
474,22,2025-07-11,0.004409891518692977
475,23,2025-07-11,0.004484495402013011
476,24,2025-07-11,0.004630428497463757
477,25,2025-07-11,0.0037291964587766735
478,26,2025-07-11,0.00477164760295401
479,27,2025-07-11,0.004640916346452251
480,28,2025-07-11,0.005396360068099515
481,29,2025-07-11,0.0054382484543102905
482,30,2025-07-11,0.006336939945940201
483,31,2025-07-11,0.00604389993477239
484,32,2025-07-11,0.006906435450594661
485,33,2025-07-11,0.007779373963046954
486,34,2025-07-11,0.006963705819443944
487,35,2025-07-11,0.007115639783156658
488,36,2025-07-11,0.0056121605868814095
489,37,2025-07-11,0.007482972716137848
490,38,2025-07-11,0.007671858319698854
491,39,2025-07-11,0.0062056434425024065
492,40,2025-07-11,0.006727846155106798
493,41,2025-07-11,0.005218824033613179
494,42,2025-07-11,0.005657195777011403
495,43,2025-07-11,0.004781980213135362
496,44,2025-07-11,0.00507260075553162
497,45,2025-07-11,0.003835493381970756
498,46,2025-07-11,0.004001928852392811
499,47,2025-07-11,0.002622541478111029
500,48,2025-07-11,0.0032364783788415563
501,49,2025-07-11,0.002932864013924341
502,50,2025-07-11,0.004114705882397041
503,51,2025-07-11,0.004848879271841855
504,52,2025-07-11,0.003720783110769843
505,53,2025-07-11,0.00403242848653429
506,54,2025-07-11,0.004494741487575782
507,55,2025-07-11,0.0049577567438330306
508,56,2025-07-11,0.004469990170982374
509,57,2025-07-11,0.004703169598557433
510,58,2025-07-11,0.004649465023734978
511,59,2025-07-11,0.0046870907645438775
512,60,2025-07-11,0.0035189076918050732
513,61,2025-07-11,0.0028128121964177133
514,62,2025-07-11,0.002617793061183149
515,63,2025-07-11,0.003754646175039067
516,64,2025-07-11,0.003708193562515394
517,65,2025-07-11,0.004060352422912583
518,66,2025-07-11,0.003075822852175114
519,67,2025-07-11,0.002967390423977756
520,68,2025-07-11,0.0035718739892929285
521,69,2025-07-11,0.004531052838614658
522,70,2025-07-11,0.004761470711522109
523,71,2025-07-11,0.0034610659722048576
524,72,2025-07-11,0.0038449237004635206
525,73,2025-07-11,0.004003983608315775
526,74,2025-07-11,0.0045262740774292265
527,75,2025-07-11,0.003534577118193716
528,76,2025-07-11,0.004782795378163063
529,77,2025-07-11,0.004833863434634211
530,78,2025-07-11,0.00359271579804199
531,79,2025-07-11,0.004267130603008096
532,80,2025-07-11,0.0022695153230006815
533,81,2025-07-11,0.002868164992557043
534,82,2025-07-11,0.0020996650951906615
535,83,2025-07-11,0.0025589465300631664
536,84,2025-07-11,0.0015328837604799972
537,85,2025-07-11,0.0013249943634736638
538,86,2025-07-11,0.0006466704871119777
539,87,2025-07-11,0.0005821386148787688
540,88,2025-07-11,0.00011961525801806872
541,89,2025-07-11,-0.0007308416628577508
542,90,2025-07-11,-0.0011032711996858957
543,91,2025-07-11,0.0002376129601973087
544,92,2025-07-11,8.945675712057621e-05
545,93,2025-07-11,4.5016723673629855e-05
546,94,2025-07-11,0.00042122739172334445
547,95,2025-07-11,2.9568521242584467e-06
548,96,2025-07-11,0.0007581856986702551
549,97,2025-07-11,0.0011926133799086136
550,98,2025-07-11,0.0007410625284702821
551,99,2025-07-11,-0.00017279787720902995
552,100,2025-07-11,-0.002007636036391647
553,101,2025-07-11,-0.000576376574021431
554,102,2025-07-11,0.0002552508883344462
555,103,2025-07-11,0.0018079238152837185
556,104,2025-07-11,0.0005601814000038008
557,105,2025-07-11,0.0003537204724467502
558,106,2025-07-11,0.0021535521997166907
559,107,2025-07-11,0.002446290676727636
560,108,2025-07-11,0.0011358680406868826
561,109,2025-07-11,0.0014764155352428032
562,110,2025-07-11,0.00018522232003981287
563,111,2025-07-11,0.0009621642709553013
564,112,2025-07-11,0.0007962243466678176
565,113,2025-07-11,0.0003298834797297312
566,114,2025-07-11,0.0002516590270045249
567,115,2025-07-11,0.0003987693530203007
568,116,2025-07-11,0.0018348115585529179
569,117,2025-07-11,0.0014889034584188998
570,118,2025-07-11,0.0017347204056404886
571,119,2025-07-11,0.0021122029966096356
572,120,2025-07-11,0.002219593960823496
573,121,2025-07-11,0.0034296636946752335
574,122,2025-07-11,0.0031403491434170983
575,123,2025-07-11,0.0023229503513725325
576,124,2025-07-11,0.0023480429837501315
577,125,2025-07-11,0.0028755703658410736
578,126,2025-07-11,0.0023627867460502827
579,127,2025-07-11,0.0022789226357388115
580,128,2025-07-11,0.00319219511426283
581,129,2025-07-11,0.003493728606103974
582,130,2025-07-11,0.0025738146878846457
583,131,2025-07-11,0.0026825850390710393
584,132,2025-07-11,0.0029767404836115174
585,133,2025-07-11,0.0027951169516672314
586,134,2025-07-11,0.003347246719050734
587,135,2025-07-11,0.0031213643465027863
588,136,2025-07-11,0.004518497078934258
589,137,2025-07-11,0.004629465251137832
590,138,2025-07-11,0.005492097394083184
591,139,2025-07-11,0.005695859398343162
592,140,2025-07-11,0.004673534554025527
593,141,2025-07-11,0.0043364105417302845
594,142,2025-07-11,0.0036657415128799054
595,143,2025-07-11,0.0037809171662862573
596,144,2025-07-11,0.004397426406303473
597,145,2025-07-11,0.004535884284375125
598,146,2025-07-11,0.005346069382036744
599,147,2025-07-11,0.004012054493229833
600,148,2025-07-11,0.003799430411210003
601,149,2025-07-11,0.0032916975468065823
602,150,2025-07-11,0.004262197589668615
603,151,2025-07-11,0.0027436923557184745
604,152,2025-07-11,0.003178525214501682
605,153,2025-07-11,0.002906048984439802
606,154,2025-07-11,0.0034206451641894953
607,155,2025-07-11,0.0030680547234955835
608,156,2025-07-11,0.003107339761831529
609,157,2025-07-11,0.003810638912930542
610,158,2025-07-11,0.0034461521935118533
611,159,2025-07-11,0.0034726545834566913
612,160,2025-07-11,0.003542197214768117
613,161,2025-07-11,0.003987196865849363
614,162,2025-07-11,0.0036493370731024433
615,163,2025-07-11,0.0039060308709992775
616,164,2025-07-11,0.0038976649076419845
617,165,2025-07-11,0.0044672451276438485
618,166,2025-07-11,0.0037592146854631414
619,167,2025-07-11,0.0026695905033250478
620,168,2025-07-11,0.0029315348228092786
621,169,2025-07-11,0.004295819195130446
622,170,2025-07-11,0.004311894768776803
623,171,2025-07-11,0.003918948677628098
624,172,2025-07-11,0.004409202123800027
625,173,2025-07-11,0.004378521508393574
626,174,2025-07-11,0.004162429153473646
627,175,2025-07-11,0.0037857534082725852
628,176,2025-07-11,0.004057755609877534
629,177,2025-07-11,0.00409384868340823
630,178,2025-07-11,0.0034568625405799747
631,179,2025-07-11,0.0042465627938451656
632,180,2025-07-11,0.0038216449400819696
633,181,2025-07-11,0.003868642606910222
634,182,2025-07-11,0.0030315853553239958
635,183,2025-07-11,0.003149055323875327
636,184,2025-07-11,0.003906156661485749
637,185,2025-07-11,0.004061851643080039
638,186,2025-07-11,0.0023049726263081327
639,187,2025-07-11,0.002845967549328421
640,188,2025-07-11,0.003420900103094926
641,189,2025-07-11,0.0035020985042123476
642,190,2025-07-11,0.0034243202370792813
643,191,2025-07-11,0.0029145092424642804
644,192,2025-07-11,0.002286532627807758
645,193,2025-07-11,0.0031861109900898077
646,194,2025-07-11,0.0049421213085331095
647,195,2025-07-11,0.005088014496170468
648,196,2025-07-11,0.008180459999729495
649,197,2025-07-11,0.008934150292849719
650,198,2025-07-11,0.008104088631683437
651,199,2025-07-11,0.007592027817904912
652,200,2025-07-11,0.00691186104428998
653,201,2025-07-11,0.006989113266574254
654,202,2025-07-11,0.00577179833448116
655,203,2025-07-11,0.006303919428236493
656,204,2025-07-11,0.00656631904250593
657,205,2025-07-11,0.006958832133958426
658,206,2025-07-11,0.005997071591975711
659,207,2025-07-11,0.006660153669382551
660,208,2025-07-11,0.0062047280654727865
661,209,2025-07-11,0.006249606108796657
662,210,2025-07-11,0.005772996011725762
663,211,2025-07-11,0.006016629141657015
664,212,2025-07-11,0.004853583126947392
665,213,2025-07-11,0.004961876119106257
666,214,2025-07-11,0.004029549633391527
667,215,2025-07-11,0.002420081215497083
668,216,2025-07-11,0.003339219214859357
669,217,2025-07-11,0.002329981335985276
670,218,2025-07-11,0.0021548906933198664
671,219,2025-07-11,0.002787565992589003
672,220,2025-07-11,0.0014359321800586633
673,221,2025-07-11,0.00021576870148021232
674,222,2025-07-11,0.0007105499322559439
675,223,2025-07-11,0.00012020426279779617
676,224,2025-07-11,-0.00037965123225891517
677,225,2025-07-11,0.000522472000671681
678,0,2025-07-14,0.0
679,1,2025-07-14,0.002945430694660023
