datetime,trading_date,dominant_id,open,close,high,low,total_turnover,volume,open_interest
2025-07-08 21:01:00,2025-07-09,RU2509,14905.0,14920.0,14925.0,14880.0,0,4763.0,152837.0
2025-07-08 21:02:00,2025-07-09,RU2509,14915.0,14920.0,14930.0,14915.0,0,1628.0,152854.0
2025-07-08 21:03:00,2025-07-09,RU2509,14925.0,14940.0,14945.0,14920.0,0,2275.0,152946.0
2025-07-08 21:04:00,2025-07-09,RU2509,14940.0,14955.0,14960.0,14940.0,0,2944.0,152876.0
2025-07-08 21:05:00,2025-07-09,RU2509,14955.0,14945.0,14960.0,14940.0,0,2055.0,152741.0
2025-07-08 21:06:00,2025-07-09,RU2509,14950.0,14935.0,14950.0,14930.0,0,1619.0,152548.0
2025-07-08 21:07:00,2025-07-09,RU2509,14935.0,14945.0,14950.0,14935.0,0,975.0,152498.0
2025-07-08 21:08:00,2025-07-09,RU2509,14945.0,14945.0,14945.0,14935.0,0,641.0,152505.0
2025-07-08 21:09:00,2025-07-09,RU2509,14940.0,14950.0,14955.0,14935.0,0,1280.0,152337.0
2025-07-08 21:10:00,2025-07-09,RU2509,14955.0,14955.0,14960.0,14950.0,0,1233.0,152540.0
2025-07-08 21:11:00,2025-07-09,RU2509,14955.0,14955.0,14960.0,14950.0,0,826.0,152481.0
2025-07-08 21:12:00,2025-07-09,RU2509,14960.0,14960.0,14965.0,14950.0,0,1158.0,152617.0
2025-07-08 21:13:00,2025-07-09,RU2509,14955.0,14955.0,14965.0,14955.0,0,1003.0,152626.0
2025-07-08 21:14:00,2025-07-09,RU2509,14960.0,14960.0,14965.0,14955.0,0,602.0,152670.0
2025-07-08 21:15:00,2025-07-09,RU2509,14955.0,14955.0,14960.0,14950.0,0,788.0,152626.0
2025-07-08 21:16:00,2025-07-09,RU2509,14955.0,14950.0,14960.0,14950.0,0,696.0,152776.0
2025-07-08 21:17:00,2025-07-09,RU2509,14950.0,14950.0,14955.0,14945.0,0,1007.0,152878.0
2025-07-08 21:18:00,2025-07-09,RU2509,14950.0,14955.0,14965.0,14950.0,0,1165.0,152995.0
2025-07-08 21:19:00,2025-07-09,RU2509,14950.0,14950.0,14955.0,14950.0,0,464.0,153046.0
2025-07-08 21:20:00,2025-07-09,RU2509,14950.0,14955.0,14960.0,14950.0,0,280.0,153027.0
2025-07-08 21:21:00,2025-07-09,RU2509,14960.0,14955.0,14965.0,14955.0,0,652.0,153005.0
2025-07-08 21:22:00,2025-07-09,RU2509,14955.0,14950.0,14960.0,14950.0,0,379.0,153029.0
2025-07-08 21:23:00,2025-07-09,RU2509,14950.0,14950.0,14955.0,14950.0,0,647.0,153098.0
2025-07-08 21:24:00,2025-07-09,RU2509,14955.0,14955.0,14960.0,14950.0,0,263.0,153164.0
2025-07-08 21:25:00,2025-07-09,RU2509,14955.0,14970.0,14970.0,14955.0,0,1528.0,153094.0
2025-07-08 21:26:00,2025-07-09,RU2509,14965.0,14960.0,14975.0,14960.0,0,1257.0,153145.0
