datetime,trading_date,dominant_id,open,close,high,low,total_turnover,volume,open_interest
2025-07-17 09:01:00,2025-07-17,LC2509,67180.0,67160.0,67280.0,66920.0,0,14082.0,340179.0
2025-07-17 09:02:00,2025-07-17,LC2509,67140.0,66960.0,67300.0,66900.0,0,7513.0,340257.0
2025-07-17 09:03:00,2025-07-17,LC2509,66980.0,66960.0,67020.0,66900.0,0,4141.0,340019.0
2025-07-17 09:04:00,2025-07-17,LC2509,66980.0,66860.0,67000.0,66800.0,0,4364.0,340382.0
2025-07-17 09:05:00,2025-07-17,LC2509,66860.0,66840.0,66940.0,66820.0,0,2333.0,340484.0
2025-07-17 09:06:00,2025-07-17,LC2509,66840.0,66980.0,67020.0,66840.0,0,2668.0,340778.0
2025-07-17 09:07:00,2025-07-17,LC2509,66980.0,66980.0,67000.0,66920.0,0,1998.0,341017.0
2025-07-17 09:08:00,2025-07-17,LC2509,66960.0,66900.0,67000.0,66900.0,0,1403.0,341271.0
2025-07-17 09:09:00,2025-07-17,LC2509,66900.0,66820.0,66960.0,66780.0,0,2713.0,341572.0
2025-07-17 09:10:00,2025-07-17,LC2509,66800.0,66700.0,66820.0,66680.0,0,6205.0,340190.0
2025-07-17 09:11:00,2025-07-17,LC2509,66720.0,66720.0,66760.0,66680.0,0,3135.0,340496.0
2025-07-17 09:12:00,2025-07-17,LC2509,66700.0,66940.0,66940.0,66700.0,0,4116.0,341628.0
2025-07-17 09:13:00,2025-07-17,LC2509,66920.0,66880.0,66940.0,66860.0,0,1828.0,341828.0
2025-07-17 09:14:00,2025-07-17,LC2509,66880.0,66860.0,66920.0,66840.0,0,1321.0,341971.0
2025-07-17 09:15:00,2025-07-17,LC2509,66860.0,66840.0,66900.0,66800.0,0,1225.0,342104.0
2025-07-17 09:16:00,2025-07-17,LC2509,66840.0,66800.0,66900.0,66800.0,0,1423.0,342458.0
2025-07-17 09:17:00,2025-07-17,LC2509,66800.0,66800.0,66840.0,66780.0,0,1025.0,342587.0
2025-07-17 09:18:00,2025-07-17,LC2509,66820.0,66780.0,66820.0,66740.0,0,1310.0,342450.0
2025-07-17 09:19:00,2025-07-17,LC2509,66780.0,66820.0,66860.0,66780.0,0,826.0,342594.0
2025-07-17 09:20:00,2025-07-17,LC2509,66800.0,66780.0,66860.0,66760.0,0,699.0,342560.0
2025-07-17 09:21:00,2025-07-17,LC2509,66800.0,66800.0,66820.0,66720.0,0,1577.0,342711.0
2025-07-17 09:22:00,2025-07-17,LC2509,66800.0,66760.0,66820.0,66760.0,0,1359.0,342952.0
2025-07-17 09:23:00,2025-07-17,LC2509,66760.0,66800.0,66840.0,66760.0,0,1318.0,343017.0
2025-07-17 09:24:00,2025-07-17,LC2509,66840.0,66860.0,66880.0,66820.0,0,1397.0,343267.0
2025-07-17 09:25:00,2025-07-17,LC2509,66860.0,66800.0,66880.0,66800.0,0,829.0,343556.0
2025-07-17 09:26:00,2025-07-17,LC2509,66800.0,66740.0,66820.0,66720.0,0,1069.0,343839.0
2025-07-17 09:27:00,2025-07-17,LC2509,66740.0,66740.0,66780.0,66740.0,0,543.0,343832.0
2025-07-17 09:28:00,2025-07-17,LC2509,66740.0,66680.0,66760.0,66640.0,0,3393.0,343747.0
2025-07-17 09:29:00,2025-07-17,LC2509,66680.0,66740.0,66740.0,66660.0,0,1510.0,343777.0
2025-07-17 09:30:00,2025-07-17,LC2509,66740.0,66680.0,66740.0,66660.0,0,1520.0,343955.0
2025-07-17 09:31:00,2025-07-17,LC2509,66700.0,66640.0,66720.0,66600.0,0,1517.0,344165.0
2025-07-17 09:32:00,2025-07-17,LC2509,66660.0,66720.0,66720.0,66640.0,0,2163.0,343947.0
2025-07-17 09:33:00,2025-07-17,LC2509,66700.0,66620.0,66700.0,66620.0,0,1290.0,343786.0
2025-07-17 09:34:00,2025-07-17,LC2509,66640.0,66640.0,66680.0,66580.0,0,3406.0,343326.0
2025-07-17 09:35:00,2025-07-17,LC2509,66640.0,66560.0,66640.0,66540.0,0,2273.0,343336.0
2025-07-17 09:36:00,2025-07-17,LC2509,66560.0,66520.0,66580.0,66500.0,0,2071.0,343470.0
2025-07-17 09:37:00,2025-07-17,LC2509,66520.0,66560.0,66580.0,66520.0,0,882.0,343712.0
2025-07-17 09:38:00,2025-07-17,LC2509,66560.0,66560.0,66580.0,66520.0,0,817.0,343664.0
2025-07-17 09:39:00,2025-07-17,LC2509,66560.0,66600.0,66600.0,66520.0,0,822.0,343524.0
2025-07-17 09:40:00,2025-07-17,LC2509,66600.0,66580.0,66600.0,66560.0,0,560.0,343610.0
2025-07-17 09:41:00,2025-07-17,LC2509,66580.0,66600.0,66680.0,66580.0,0,2543.0,343800.0
2025-07-17 09:42:00,2025-07-17,LC2509,66600.0,66620.0,66640.0,66600.0,0,730.0,343882.0
2025-07-17 09:43:00,2025-07-17,LC2509,66600.0,66560.0,66600.0,66520.0,0,1527.0,343950.0
2025-07-17 09:44:00,2025-07-17,LC2509,66560.0,66560.0,66580.0,66540.0,0,348.0,343929.0
2025-07-17 09:45:00,2025-07-17,LC2509,66560.0,66620.0,66620.0,66560.0,0,576.0,344034.0
2025-07-17 09:46:00,2025-07-17,LC2509,66620.0,66600.0,66640.0,66580.0,0,552.0,344166.0
2025-07-17 09:47:00,2025-07-17,LC2509,66600.0,66560.0,66600.0,66540.0,0,514.0,344206.0
2025-07-17 09:48:00,2025-07-17,LC2509,66560.0,66420.0,66560.0,66420.0,0,3649.0,344422.0
2025-07-17 09:49:00,2025-07-17,LC2509,66440.0,66480.0,66520.0,66420.0,0,1761.0,344465.0
2025-07-17 09:50:00,2025-07-17,LC2509,66480.0,66480.0,66520.0,66460.0,0,932.0,344521.0
2025-07-17 09:51:00,2025-07-17,LC2509,66500.0,66520.0,66520.0,66480.0,0,386.0,344520.0
2025-07-17 09:52:00,2025-07-17,LC2509,66520.0,66540.0,66580.0,66480.0,0,836.0,344571.0
2025-07-17 09:53:00,2025-07-17,LC2509,66540.0,66500.0,66560.0,66480.0,0,689.0,344679.0
2025-07-17 09:54:00,2025-07-17,LC2509,66520.0,66500.0,66540.0,66480.0,0,382.0,344608.0
2025-07-17 09:55:00,2025-07-17,LC2509,66500.0,66480.0,66520.0,66460.0,0,736.0,344724.0
2025-07-17 09:56:00,2025-07-17,LC2509,66480.0,66540.0,66540.0,66460.0,0,426.0,344725.0
2025-07-17 09:57:00,2025-07-17,LC2509,66540.0,66520.0,66560.0,66520.0,0,582.0,344817.0
2025-07-17 09:58:00,2025-07-17,LC2509,66540.0,66620.0,66620.0,66540.0,0,1327.0,345007.0
2025-07-17 09:59:00,2025-07-17,LC2509,66640.0,66600.0,66640.0,66580.0,0,647.0,345213.0
2025-07-17 10:00:00,2025-07-17,LC2509,66600.0,66520.0,66600.0,66520.0,0,724.0,345381.0
2025-07-17 10:01:00,2025-07-17,LC2509,66540.0,66480.0,66560.0,66460.0,0,1052.0,345516.0
2025-07-17 10:02:00,2025-07-17,LC2509,66480.0,66420.0,66500.0,66400.0,0,1679.0,345628.0
2025-07-17 10:03:00,2025-07-17,LC2509,66440.0,66480.0,66500.0,66420.0,0,1220.0,345706.0
2025-07-17 10:04:00,2025-07-17,LC2509,66480.0,66480.0,66500.0,66460.0,0,470.0,345798.0
2025-07-17 10:05:00,2025-07-17,LC2509,66480.0,66480.0,66520.0,66480.0,0,585.0,345782.0
2025-07-17 10:06:00,2025-07-17,LC2509,66480.0,66500.0,66520.0,66460.0,0,690.0,345908.0
2025-07-17 10:07:00,2025-07-17,LC2509,66500.0,66460.0,66500.0,66460.0,0,276.0,345942.0
2025-07-17 10:08:00,2025-07-17,LC2509,66460.0,66520.0,66520.0,66460.0,0,412.0,346078.0
2025-07-17 10:09:00,2025-07-17,LC2509,66520.0,66520.0,66560.0,66500.0,0,686.0,346157.0
2025-07-17 10:10:00,2025-07-17,LC2509,66540.0,66500.0,66540.0,66480.0,0,315.0,346254.0
2025-07-17 10:11:00,2025-07-17,LC2509,66520.0,66480.0,66540.0,66480.0,0,543.0,346487.0
2025-07-17 10:12:00,2025-07-17,LC2509,66500.0,66520.0,66520.0,66460.0,0,745.0,346666.0
2025-07-17 10:13:00,2025-07-17,LC2509,66520.0,66540.0,66560.0,66500.0,0,830.0,346449.0
2025-07-17 10:14:00,2025-07-17,LC2509,66520.0,66660.0,66660.0,66520.0,0,1575.0,346815.0
2025-07-17 10:15:00,2025-07-17,LC2509,66660.0,66640.0,66700.0,66600.0,0,1969.0,347206.0
2025-07-17 10:31:00,2025-07-17,LC2509,66620.0,66460.0,66620.0,66460.0,0,2018.0,346972.0
2025-07-17 10:32:00,2025-07-17,LC2509,66460.0,66580.0,66620.0,66460.0,0,1308.0,346903.0
2025-07-17 10:33:00,2025-07-17,LC2509,66580.0,66600.0,66620.0,66540.0,0,1114.0,346894.0
2025-07-17 10:34:00,2025-07-17,LC2509,66580.0,66560.0,66600.0,66560.0,0,465.0,346849.0
2025-07-17 10:35:00,2025-07-17,LC2509,66580.0,66560.0,66580.0,66540.0,0,366.0,346955.0
2025-07-17 10:36:00,2025-07-17,LC2509,66560.0,66600.0,66600.0,66540.0,0,426.0,347122.0
2025-07-17 10:37:00,2025-07-17,LC2509,66580.0,66600.0,66640.0,66580.0,0,603.0,347165.0
2025-07-17 10:38:00,2025-07-17,LC2509,66600.0,66620.0,66620.0,66540.0,0,852.0,347364.0
2025-07-17 10:39:00,2025-07-17,LC2509,66600.0,66600.0,66640.0,66600.0,0,408.0,347363.0
2025-07-17 10:40:00,2025-07-17,LC2509,66600.0,66560.0,66620.0,66560.0,0,372.0,347432.0
2025-07-17 10:41:00,2025-07-17,LC2509,66580.0,66520.0,66600.0,66500.0,0,1158.0,347177.0
2025-07-17 10:42:00,2025-07-17,LC2509,66520.0,66440.0,66560.0,66400.0,0,2229.0,347131.0
2025-07-17 10:43:00,2025-07-17,LC2509,66420.0,66460.0,66460.0,66400.0,0,1261.0,346907.0
2025-07-17 10:44:00,2025-07-17,LC2509,66440.0,66540.0,66540.0,66440.0,0,1255.0,346786.0
2025-07-17 10:45:00,2025-07-17,LC2509,66540.0,66520.0,66620.0,66500.0,0,1455.0,346974.0
2025-07-17 10:46:00,2025-07-17,LC2509,66520.0,66440.0,66520.0,66420.0,0,1170.0,346958.0
2025-07-17 10:47:00,2025-07-17,LC2509,66440.0,66480.0,66480.0,66420.0,0,1134.0,346962.0
2025-07-17 10:48:00,2025-07-17,LC2509,66480.0,66480.0,66520.0,66460.0,0,518.0,346858.0
2025-07-17 10:49:00,2025-07-17,LC2509,66480.0,66460.0,66500.0,66460.0,0,144.0,346813.0
2025-07-17 10:50:00,2025-07-17,LC2509,66460.0,66440.0,66460.0,66380.0,0,2332.0,346643.0
2025-07-17 10:51:00,2025-07-17,LC2509,66460.0,66460.0,66480.0,66440.0,0,393.0,346583.0
2025-07-17 10:52:00,2025-07-17,LC2509,66480.0,66480.0,66480.0,66440.0,0,457.0,346589.0
2025-07-17 10:53:00,2025-07-17,LC2509,66500.0,66460.0,66500.0,66440.0,0,473.0,346681.0
2025-07-17 10:54:00,2025-07-17,LC2509,66460.0,66500.0,66500.0,66460.0,0,344.0,346700.0
2025-07-17 10:55:00,2025-07-17,LC2509,66500.0,66500.0,66500.0,66480.0,0,145.0,346722.0
2025-07-17 10:56:00,2025-07-17,LC2509,66480.0,66440.0,66480.0,66400.0,0,1386.0,347121.0
2025-07-17 10:57:00,2025-07-17,LC2509,66460.0,66460.0,66480.0,66440.0,0,268.0,347187.0
2025-07-17 10:58:00,2025-07-17,LC2509,66480.0,66460.0,66480.0,66460.0,0,252.0,347223.0
2025-07-17 10:59:00,2025-07-17,LC2509,66460.0,66460.0,66480.0,66460.0,0,249.0,347256.0
2025-07-17 11:00:00,2025-07-17,LC2509,66460.0,66500.0,66500.0,66460.0,0,369.0,347216.0
2025-07-17 11:01:00,2025-07-17,LC2509,66500.0,66480.0,66520.0,66460.0,0,442.0,347213.0
2025-07-17 11:02:00,2025-07-17,LC2509,66460.0,66460.0,66480.0,66440.0,0,448.0,347125.0
2025-07-17 11:03:00,2025-07-17,LC2509,66460.0,66500.0,66500.0,66460.0,0,205.0,347152.0
2025-07-17 11:04:00,2025-07-17,LC2509,66500.0,66480.0,66540.0,66480.0,0,618.0,347213.0
2025-07-17 11:05:00,2025-07-17,LC2509,66500.0,66520.0,66520.0,66480.0,0,182.0,347213.0
2025-07-17 11:06:00,2025-07-17,LC2509,66520.0,66500.0,66540.0,66500.0,0,804.0,347355.0
2025-07-17 11:07:00,2025-07-17,LC2509,66500.0,66520.0,66520.0,66480.0,0,175.0,347383.0
2025-07-17 11:08:00,2025-07-17,LC2509,66520.0,66520.0,66540.0,66500.0,0,387.0,347387.0
2025-07-17 11:09:00,2025-07-17,LC2509,66500.0,66380.0,66540.0,66380.0,0,2164.0,347612.0
2025-07-17 11:10:00,2025-07-17,LC2509,66380.0,66360.0,66420.0,66340.0,0,2732.0,347872.0
2025-07-17 11:11:00,2025-07-17,LC2509,66360.0,66460.0,66500.0,66300.0,0,2554.0,348267.0
2025-07-17 11:12:00,2025-07-17,LC2509,66460.0,66460.0,66480.0,66420.0,0,539.0,348324.0
2025-07-17 11:13:00,2025-07-17,LC2509,66460.0,66380.0,66460.0,66360.0,0,892.0,348325.0
2025-07-17 11:14:00,2025-07-17,LC2509,66380.0,66380.0,66460.0,66360.0,0,487.0,348364.0
2025-07-17 11:15:00,2025-07-17,LC2509,66380.0,66400.0,66440.0,66380.0,0,304.0,348337.0
2025-07-17 11:16:00,2025-07-17,LC2509,66420.0,66440.0,66440.0,66400.0,0,302.0,348317.0
2025-07-17 11:17:00,2025-07-17,LC2509,66420.0,66420.0,66440.0,66420.0,0,400.0,348505.0
2025-07-17 11:18:00,2025-07-17,LC2509,66440.0,66600.0,66620.0,66440.0,0,4191.0,347483.0
2025-07-17 11:19:00,2025-07-17,LC2509,66600.0,66540.0,66600.0,66520.0,0,1483.0,347912.0
2025-07-17 11:20:00,2025-07-17,LC2509,66540.0,66520.0,66540.0,66500.0,0,592.0,348063.0
2025-07-17 11:21:00,2025-07-17,LC2509,66520.0,66560.0,66560.0,66480.0,0,688.0,348077.0
2025-07-17 11:22:00,2025-07-17,LC2509,66560.0,66500.0,66560.0,66500.0,0,536.0,348041.0
2025-07-17 11:23:00,2025-07-17,LC2509,66520.0,66480.0,66520.0,66440.0,0,790.0,347838.0
2025-07-17 11:24:00,2025-07-17,LC2509,66500.0,66520.0,66540.0,66480.0,0,385.0,347713.0
2025-07-17 11:25:00,2025-07-17,LC2509,66520.0,66520.0,66560.0,66500.0,0,344.0,347750.0
2025-07-17 11:26:00,2025-07-17,LC2509,66520.0,66500.0,66540.0,66500.0,0,298.0,347729.0
2025-07-17 11:27:00,2025-07-17,LC2509,66520.0,66540.0,66540.0,66500.0,0,252.0,347670.0
2025-07-17 11:28:00,2025-07-17,LC2509,66520.0,66520.0,66540.0,66500.0,0,189.0,347552.0
2025-07-17 11:29:00,2025-07-17,LC2509,66500.0,66500.0,66500.0,66460.0,0,771.0,347427.0
2025-07-17 11:30:00,2025-07-17,LC2509,66500.0,66460.0,66500.0,66460.0,0,569.0,347159.0
2025-07-17 13:31:00,2025-07-17,LC2509,67420.0,69060.0,69680.0,67420.0,0,69691.0,353614.0
2025-07-17 13:32:00,2025-07-17,LC2509,69100.0,69520.0,69520.0,68780.0,0,38114.0,353637.0
2025-07-17 13:33:00,2025-07-17,LC2509,69600.0,69560.0,69920.0,69380.0,0,31503.0,352363.0
2025-07-17 13:34:00,2025-07-17,LC2509,69560.0,69780.0,69820.0,69300.0,0,23321.0,352468.0
2025-07-17 13:35:00,2025-07-17,LC2509,69760.0,70140.0,70260.0,69760.0,0,27635.0,354836.0
2025-07-17 13:36:00,2025-07-17,LC2509,70160.0,70140.0,70360.0,69940.0,0,24930.0,357059.0
2025-07-17 13:37:00,2025-07-17,LC2509,70180.0,69520.0,70180.0,69520.0,0,24957.0,355759.0
2025-07-17 13:38:00,2025-07-17,LC2509,69500.0,69340.0,69580.0,69320.0,0,14090.0,356756.0
