datetime,trading_date,dominant_id,open,close,high,low,total_turnover,volume,open_interest
2025-06-25 09:01:00,2025-06-25,SI2509,7490.0,7565.0,7565.0,7490.0,0,16018.0,293180.0
2025-06-25 09:02:00,2025-06-25,SI2509,7565.0,7585.0,7600.0,7565.0,0,19458.0,297242.0
2025-06-25 09:03:00,2025-06-25,SI2509,7590.0,7570.0,7595.0,7565.0,0,10328.0,298905.0
2025-06-25 09:04:00,2025-06-25,SI2509,7570.0,7585.0,7590.0,7555.0,0,9175.0,299591.0
2025-06-25 09:05:00,2025-06-25,SI2509,7595.0,7550.0,7600.0,7545.0,0,10464.0,300659.0
2025-06-25 09:06:00,2025-06-25,SI2509,7555.0,7540.0,7560.0,7540.0,0,4164.0,301516.0
2025-06-25 09:07:00,2025-06-25,SI2509,7545.0,7550.0,7550.0,7540.0,0,3705.0,301390.0
2025-06-25 09:08:00,2025-06-25,SI2509,7545.0,7530.0,7550.0,7530.0,0,5097.0,301273.0
2025-06-25 09:09:00,2025-06-25,SI2509,7535.0,7530.0,7545.0,7530.0,0,3541.0,301630.0
2025-06-25 09:10:00,2025-06-25,SI2509,7535.0,7535.0,7545.0,7530.0,0,3821.0,301979.0
2025-06-25 09:11:00,2025-06-25,SI2509,7535.0,7530.0,7540.0,7530.0,0,2788.0,301395.0
2025-06-25 09:12:00,2025-06-25,SI2509,7535.0,7535.0,7540.0,7530.0,0,2089.0,301466.0
2025-06-25 09:13:00,2025-06-25,SI2509,7535.0,7530.0,7540.0,7530.0,0,1969.0,301283.0
2025-06-25 09:14:00,2025-06-25,SI2509,7535.0,7530.0,7540.0,7530.0,0,3230.0,301288.0
2025-06-25 09:15:00,2025-06-25,SI2509,7535.0,7535.0,7535.0,7530.0,0,1589.0,301233.0
2025-06-25 09:16:00,2025-06-25,SI2509,7540.0,7525.0,7540.0,7520.0,0,5574.0,301904.0
2025-06-25 09:17:00,2025-06-25,SI2509,7525.0,7530.0,7530.0,7520.0,0,1281.0,301805.0
