datetime,trading_date,dominant_id,open,close,high,low,total_turnover,volume,open_interest
2025-07-09 09:01:00,2025-07-09,PS2508,38470.0,38370.0,38470.0,38220.0,0,15666.0,110341.0
2025-07-09 09:02:00,2025-07-09,PS2508,38360.0,38755.0,38825.0,38250.0,0,15294.0,109722.0
2025-07-09 09:03:00,2025-07-09,PS2508,38735.0,38860.0,39025.0,38735.0,0,18778.0,111365.0
2025-07-09 09:04:00,2025-07-09,PS2508,38845.0,38810.0,38865.0,38765.0,0,8323.0,111510.0
2025-07-09 09:05:00,2025-07-09,PS2508,38830.0,38920.0,39035.0,38830.0,0,11365.0,112706.0
2025-07-09 09:06:00,2025-07-09,PS2508,38930.0,39080.0,39085.0,38855.0,0,7506.0,113441.0
2025-07-09 09:07:00,2025-07-09,PS2508,39085.0,39080.0,39130.0,38970.0,0,6902.0,114391.0
2025-07-09 09:08:00,2025-07-09,PS2508,39090.0,39275.0,39290.0,39055.0,0,13283.0,116606.0
2025-07-09 09:09:00,2025-07-09,PS2508,39260.0,39105.0,39275.0,39105.0,0,7369.0,116328.0
2025-07-09 09:10:00,2025-07-09,PS2508,39100.0,39065.0,39100.0,39005.0,0,6711.0,115480.0
2025-07-09 09:11:00,2025-07-09,PS2508,39050.0,38960.0,39050.0,38920.0,0,5817.0,114861.0
2025-07-09 09:12:00,2025-07-09,PS2508,38970.0,39010.0,39010.0,38885.0,0,4872.0,114521.0
2025-07-09 09:13:00,2025-07-09,PS2508,39005.0,38905.0,39100.0,38890.0,0,5734.0,114506.0
2025-07-09 09:14:00,2025-07-09,PS2508,38900.0,38870.0,38930.0,38830.0,0,5940.0,113957.0
2025-07-09 09:15:00,2025-07-09,PS2508,38865.0,38680.0,38900.0,38670.0,0,9105.0,111910.0
2025-07-09 09:16:00,2025-07-09,PS2508,38675.0,38815.0,38830.0,38625.0,0,6606.0,111614.0
2025-07-09 09:17:00,2025-07-09,PS2508,38810.0,38850.0,38850.0,38765.0,0,2709.0,111882.0
2025-07-09 09:18:00,2025-07-09,PS2508,38850.0,38780.0,38885.0,38770.0,0,3106.0,111769.0
2025-07-09 09:19:00,2025-07-09,PS2508,38775.0,38805.0,38865.0,38725.0,0,3023.0,112054.0
